i0	i1	t0	t1	green	orange	blue	barcode	cycle	sampl	discard	drugs	drug1	drug2
10449.0	10590.0	684.386	685.707	0.033265	0.038148	0.004883	False	0	2	False			
11482.0	11646.0	694.617	696.267	0.00763	0.002747	0.268563	True	0	2	False			
11786.0	11968.0	697.917	699.567	0.007935	0.000763	0.229499	True	0	2	False			
12056.0	12197.0	700.557	701.877	0.006714	0.00061	0.187384	True	0	2	False			
12281.0	12424.0	702.868	704.187	0.010681	0.000305	0.327464	True	0	2	False			
12515.0	12635.0	705.177	706.168	0.013123	0.000305	0.4451125	True	0	2	False			
12727.0	12803.0	707.158	707.817	0.010071	0.000305	0.3294475	True	0	2	False			
12859.0	12985.0	708.478	709.798	0.008545	0.037538	0.006714	False	0	3	False			
13068.0	13224.0	710.787	712.108	0.03235	0.038453	0.003662	False	0	3	False			
13310.0	13447.0	713.098	714.417	0.015259	0.037538	0.003357	False	0	3	False			
13531.0	13673.0	715.407	716.727	0.023194	0.037843	0.003357	False	0	3	False			
13759.0	13893.0	717.387	718.707	0.022889	0.037843	0.003357	False	0	3	False			
13977.0	14111.0	719.698	721.017	0.024415	0.038148	0.003357	False	0	3	False			
14191.0	14307.0	722.007	722.997	0.03357	0.039369	0.003357	False	0	3	False			
14387.0	14559.0	723.659	725.638	0.0395215	0.036622	0.003357	False	0	3	False			
14756.0	14901.0	727.618	728.938	0.031129	0.037843	0.003357	False	0	3	False			
15043.0	15195.0	730.258	731.908	0.018616	0.037843	0.003357	False	0	3	False			
15344.0	15506.0	733.228	734.883	0.0412	0.037538	0.003052	False	0	3	False			
15630.0	15779.0	736.201	737.847	0.039674	0.038148	0.003357	False	0	3	False			
16416.0	16563.0	744.118	745.438	0.00885	0.001526	0.310678	True	0	3	False			
16649.0	16802.0	746.428	748.078	0.006409	0.000916	0.182501	True	0	3	False			
17055.0	17222.0	750.388	752.038	0.010376	0.00061	0.323801	True	0	3	False			
17315.0	17444.0	753.028	754.348	0.006714	0.000305	0.186468	True	0	3	False			
17529.0	17690.0	755.338	756.988	0.013428	0.000305	0.448012	True	0	3	False			
17764.0	17899.0	757.648	758.969	0.009461	0.036622	0.021668	False	0	4	False			
17982.0	18119.0	759.629	761.279	0.038759	0.038759	0.003662	False	0	4	False			
18204.0	18323.0	761.939	763.259	0.037538	0.039369	0.003662	False	0	4	False			
18400.0	18527.0	763.919	765.239	0.03357	0.038759	0.003357	False	0	4	False			
18620.0	18763.0	766.228	767.549	0.042726	0.038453	0.003357	False	0	4	False			
18848.0	18985.0	768.538	769.859	0.04944	0.038759	0.003662	False	0	4	False			
19066.0	19182.0	770.519	771.838	0.043947	0.039674	0.003662	False	0	4	False			
19269.0	19419.0	772.504	774.148	0.0538655	0.038148	0.003662	False	0	4	False			
19594.0	19739.0	775.807	777.449	0.059206	0.038759	0.003662	False	0	4	False			
19826.0	19969.0	778.11	779.759	0.043031	0.038453	0.003662	False	0	4	False			
20117.0	20241.0	781.079	782.4	0.035707	0.039064	0.003357	False	0	4	False			
20330.0	20482.0	783.389	784.709	0.050661	0.0389115	0.003662	False	0	4	False			
21091.0	21245.0	790.979	792.299	0.005799	0.003967	0.162664	True	0	4	False			
21338.0	21519.0	793.29	795.27	0.011292	0.000916	0.415052	True	0	4	False			
21962.0	22073.0	799.57	800.549	0.01709	0.000305	0.661031	True	0	4	False			
22238.0	22343.0	802.199	803.519	0.016785	0.000305	0.662557	True	0	4	False			
22439.0	22532.0	804.183	805.169	0.016785	0.000305	0.675375	True	0	4	False			
22611.0	22705.0	806.159	807.149	0.01709	0.000305	0.681631	True	0	4	False			
22782.0	22858.0	807.809	808.474	0.016175	0.000305	0.6537065	True	0	4	False			
22947.0	23059.0	809.459	810.449	0.016785	0.000305	0.6788845	True	0	4	False			
23143.0	23240.0	811.44	812.43	0.016785	0.000305	0.67629	True	0	4	False			
23335.0	23428.0	813.42	814.08	0.01648	0.000305	0.664693	True	0	4	False			
23523.0	23653.0	815.07	816.39	0.016785	0.000305	0.6845304999999999	True	0	4	False			
23728.0	23799.0	817.381	818.04	0.016175	0.000305	0.64272	True	0	4	False			
23877.0	24030.0	818.7	820.35	0.008545	0.000305	0.257576	True	0	4	False			
24752.0	24905.0	827.61	828.93	0.013428	0.000305	0.470595	True	0	4	False			
35627.0	35917.0	936.182	939.152	0.012513	0.000305	0.4084905	True	0	4	False			
36019.0	36195.0	940.142	941.792	0.007324	0.021973	0.118412	True	0	4	False			
37744.0	37987.0	957.302	959.943	0.018006	0.036622	0.004578	False	1	0	False	MK & PHT	MK	PHT
38288.0	38537.0	962.912	965.222	0.026856	0.037538	0.004578	False	1	0	False	MK & PHT	MK	PHT
38795.0	39029.0	967.862	970.173	0.03357	0.038453	0.004578	False	1	0	False	MK & PHT	MK	PHT
39315.0	39580.0	973.143	975.783	0.03296	0.037538	0.004578	False	1	0	False	MK & PHT	MK	PHT
39692.0	39940.0	976.773	979.413	0.028382	0.037233	0.004883	False	1	0	False	MK & PHT	MK	PHT
40027.0	40120.0	980.073	981.062	0.018006	0.03235	0.004883	False	1	0	False	MK & PHT	MK	PHT
40237.0	40363.0	982.383	983.704	0.05707	0.036012	0.004578	False	1	0	False	MK & PHT	MK	PHT
40442.0	40622.0	984.362	986.014	0.020447	0.036927	0.004578	False	1	0	False	MK & PHT	MK	PHT
40701.0	40822.0	987.011	988.323	0.044252	0.034486	0.004578	False	1	0	False	MK & PHT	MK	PHT
41005.0	41131.0	989.973	991.294	0.0389115	0.036012	0.004578	False	1	0	False	MK & PHT	MK	PHT
41216.0	41382.0	991.953	993.603	0.034791	0.036317	0.004883	False	1	0	False	MK & PHT	MK	PHT
41537.0	41719.0	995.253	997.233	0.035096	0.038453	0.004578	False	1	0	False	MK & PHT	MK	PHT
41800.0	41895.0	997.894	998.884	0.04181	0.035096	0.004578	False	1	0	False	MK & PHT	MK	PHT
42117.0	42274.0	1001.198	1002.843	0.020753	0.035707	0.004578	False	1	0	False	MK & PHT	MK	PHT
42362.0	42504.0	1003.504	1004.825	0.030213	0.036012	0.004578	False	1	0	False	MK & PHT	MK	PHT
43199.0	43370.0	1012.084	1013.734	0.00824	0.003357	0.282601	True	1	0	False	MK & PHT	MK	PHT
43594.0	43749.0	1016.043	1017.363	0.006409	0.000916	0.187078	True	1	0	False	MK & PHT	MK	PHT
43885.0	44015.0	1018.683	1020.004	0.013428	0.000305	0.4615925	True	1	0	False	MK & PHT	MK	PHT
44069.0	44105.0	1020.664	1020.994	0.00824	0.00061	0.275582	True	1	0	False	MK & PHT	MK	PHT
44133.0	44252.0	1021.324	1022.315	0.023804	0.037843	0.007019	False	1	1	False	PHT & Inh	PHT	Inh
44333.0	44467.0	1023.306	1024.624	0.029908	0.036012	0.003357	False	1	1	False	PHT & Inh	PHT	Inh
44551.0	44687.0	1025.614	1026.934	0.0364695	0.036927	0.0035095	False	1	1	False	PHT & Inh	PHT	Inh
44768.0	44898.0	1027.594	1028.914	0.033723	0.037233	0.003357	False	1	1	False	PHT & Inh	PHT	Inh
44978.0	45108.0	1029.574	1030.894	0.042421	0.036622	0.003357	False	1	1	False	PHT & Inh	PHT	Inh
45191.0	45333.0	1031.885	1033.204	0.032044	0.036622	0.003357	False	1	1	False	PHT & Inh	PHT	Inh
45415.0	45551.0	1034.2	1035.521	0.020142	0.036927	0.003357	False	1	1	False	PHT & Inh	PHT	Inh
45632.0	45763.0	1036.174	1037.494	0.026246	0.037538	0.003357	False	1	1	False	PHT & Inh	PHT	Inh
45847.0	45994.0	1038.485	1039.806	0.021668	0.036927	0.003357	False	1	1	False	PHT & Inh	PHT	Inh
46072.0	46206.0	1040.796	1042.114	0.042116	0.0373855	0.003357	False	1	1	False	PHT & Inh	PHT	Inh
46289.0	46426.0	1042.775	1044.097	0.028077	0.037538	0.003357	False	1	1	False	PHT & Inh	PHT	Inh
46504.0	46624.0	1045.084	1046.074	0.014954	0.038148	0.003052	False	1	1	False	PHT & Inh	PHT	Inh
47311.0	47487.0	1053.004	1054.654	0.00824	0.004578	0.27192	True	1	1	False	PHT & Inh	PHT	Inh
47750.0	47911.0	1057.295	1058.945	0.009766	0.000916	0.332652	True	1	1	False	PHT & Inh	PHT	Inh
48069.0	48208.0	1060.595	1061.915	0.013733	0.000305	0.462355	True	1	1	False	PHT & Inh	PHT	Inh
48298.0	48437.0	1062.921	1064.225	0.007324	0.027161	0.088504	True	1	1	False	PHT & Inh	PHT	Inh
48503.0	48647.0	1064.885	1066.535	0.029603	0.037233	0.003967	False	1	2	False	PHT & St	PHT	St
48732.0	48856.0	1067.196	1068.517	0.037233	0.038453	0.003662	False	1	2	False	PHT & St	PHT	St
48935.0	49063.0	1069.175	1070.495	0.048524	0.037843	0.003662	False	1	2	False	PHT & St	PHT	St
49147.0	49280.0	1071.484	1072.805	0.028687	0.038759	0.003357	False	1	2	False	PHT & St	PHT	St
49364.0	49500.0	1073.465	1074.786	0.03357	0.038453	0.0035095	False	1	2	False	PHT & St	PHT	St
49581.0	49725.0	1075.776	1077.096	0.042421	0.038759	0.003662	False	1	2	False	PHT & St	PHT	St
49807.0	49926.0	1078.086	1079.075	0.03235	0.038148	0.003357	False	1	2	False	PHT & St	PHT	St
50012.0	50144.0	1080.065	1081.385	0.04059	0.038453	0.003662	False	1	2	False	PHT & St	PHT	St
50227.0	50365.0	1082.375	1083.697	0.061037	0.038148	0.003357	False	1	2	False	PHT & St	PHT	St
50448.0	50578.0	1084.356	1085.675	0.057375	0.037233	0.003662	False	1	2	False	PHT & St	PHT	St
50659.0	50802.0	1086.665	1087.989	0.014039	0.037233	0.006409	False	1	2	False	PHT & St	PHT	St
51581.0	51740.0	1095.913	1097.226	0.00824	0.003357	0.294809	True	1	2	False	PHT & St	PHT	St
51827.0	51997.0	1098.222	1099.866	0.006409	0.000916	0.1802115	True	1	2	False	PHT & St	PHT	St
52265.0	52404.0	1102.512	1103.827	0.006409	0.000305	0.188299	True	1	2	False	PHT & St	PHT	St
52493.0	52662.0	1104.816	1106.466	0.013428	0.000305	0.440687	True	1	2	False	PHT & St	PHT	St
52735.0	52849.0	1107.458	1108.446	0.020753	0.04059	0.006714	False	1	3	False	MK & Inh	MK	Inh
52929.0	53051.0	1109.106	1110.427	0.0233465	0.039674	0.004578	False	1	3	False	MK & Inh	MK	Inh
53139.0	53270.0	1111.416	1112.736	0.02533	0.039064	0.004578	False	1	3	False	MK & Inh	MK	Inh
53357.0	53487.0	1113.397	1114.716	0.035096	0.0392165	0.004883	False	1	3	False	MK & Inh	MK	Inh
53569.0	53714.0	1115.708	1117.026	0.0412	0.039674	0.004578	False	1	3	False	MK & Inh	MK	Inh
53801.0	53937.0	1118.016	1119.343	0.0389115	0.039064	0.004578	False	1	3	False	MK & Inh	MK	Inh
54019.0	54140.0	1119.996	1121.316	0.031129	0.039674	0.004578	False	1	3	False	MK & Inh	MK	Inh
54218.0	54333.0	1121.977	1123.297	0.025636	0.039064	0.004578	False	1	3	False	MK & Inh	MK	Inh
54421.0	54579.0	1124.286	1125.608	0.042421	0.039369	0.0047305	False	1	3	False	MK & Inh	MK	Inh
54682.0	54807.0	1126.927	1127.917	0.027161	0.039369	0.004273	False	1	3	False	MK & Inh	MK	Inh
54892.0	55134.0	1128.907	1131.216	0.038148	0.041505	0.004578	False	1	3	False	MK & Inh	MK	Inh
55830.0	56024.0	1138.146	1140.127	0.00763	0.007935	0.2220225	True	1	3	False	MK & Inh	MK	Inh
56110.0	56196.0	1141.116	1141.776	0.005799	0.001221	0.1521345	True	1	3	False	MK & Inh	MK	Inh
56277.0	56437.0	1142.767	1144.419	0.010376	0.00061	0.3328045	True	1	3	False	MK & Inh	MK	Inh
56527.0	56683.0	1145.077	1146.728	0.013733	0.000305	0.450148	True	1	3	False	MK & Inh	MK	Inh
56743.0	56860.0	1147.387	1148.708	0.011597	0.041505	0.009156	False	1	4	False	MK & St	MK	St
56935.0	57056.0	1149.367	1150.357	0.053407	0.04059	0.004883	False	1	4	False	MK & St	MK	St
57135.0	57260.0	1151.347	1152.667	0.044862	0.040895	0.004883	False	1	4	False	MK & St	MK	St
57340.0	57454.0	1153.328	1154.647	0.032655	0.040284	0.004883	False	1	4	False	MK & St	MK	St
57537.0	57743.0	1155.307	1157.287	0.050966	0.042421	0.004883	False	1	4	False	MK & St	MK	St
57839.0	57914.0	1158.277	1158.937	0.042421	0.034791	0.005188	False	1	4	False	MK & St	MK	St
57986.0	58117.0	1159.927	1161.248	0.042726	0.04059	0.004883	False	1	4	False	MK & St	MK	St
58205.0	58316.0	1161.908	1163.228	0.042726	0.039674	0.005188	False	1	4	False	MK & St	MK	St
58434.0	58565.0	1164.218	1165.538	0.050356	0.039979	0.004578	False	1	4	False	MK & St	MK	St
58647.0	58867.0	1166.527	1168.508	0.067141	0.042116	0.005188	False	1	4	False	MK & St	MK	St
58983.0	59013.0	1169.836	1170.157	0.031434	0.034791	0.0050355	False	1	4	False	MK & St	MK	St
59180.0	59293.0	1171.807	1172.798	0.029908	0.040284	0.005493	False	1	4	False	MK & St	MK	St
59375.0	59547.0	1173.787	1175.437	0.007935	0.005493	0.2586445	True	1	4	False	MK & St	MK	St
60380.0	60499.0	1183.688	1185.008	0.009461	0.00061	0.307016	True	1	4	False	MK & St	MK	St
60586.0	60705.0	1185.668	1186.988	0.00763	0.00061	0.218513	True	1	4	False	MK & St	MK	St
60768.0	60817.0	1187.648	1187.978	0.005493	0.00061	0.194098	True	1	4	False	MK & St	MK	St
60903.0	61061.0	1188.967	1190.62	0.0135805	0.000305	0.451674	True	1	4	False	MK & St	MK	St
61123.0	61235.0	1191.277	1192.267	0.021668	0.040895	0.006104	False	1	5	False	St & Inh	St	Inh
61320.0	61427.0	1193.257	1194.247	0.020447	0.039369	0.003662	False	1	5	False	St & Inh	St	Inh
61506.0	61700.0	1194.908	1196.889	0.048219	0.04059	0.003357	False	1	5	False	St & Inh	St	Inh
61804.0	62020.0	1197.878	1200.188	0.033265	0.038148	0.003357	False	1	5	False	St & Inh	St	Inh
62114.0	62261.0	1201.178	1202.497	0.052187	0.038148	0.003662	False	1	5	False	St & Inh	St	Inh
62337.0	62576.0	1203.487	1205.797	0.027161	0.040284	0.003662	False	1	5	False	St & Inh	St	Inh
62705.0	62873.0	1207.117	1208.767	0.016785	0.036317	0.005493	False	1	5	False	St & Inh	St	Inh
62962.0	63080.0	1209.428	1210.747	0.011902	0.039979	0.004883	False	1	5	False	St & Inh	St	Inh
63164.0	63309.0	1211.737	1213.058	0.017396	0.037233	0.003662	False	1	5	False	St & Inh	St	Inh
63397.0	63561.0	1214.048	1215.698	0.04059	0.038148	0.004578	False	1	5	False	St & Inh	St	Inh
63639.0	63793.0	1216.358	1218.008	0.0086975	0.002441	0.3035065	True	1	5	False	St & Inh	St	Inh
64371.0	64476.0	1223.618	1224.608	0.00763	0.000916	0.238044	True	1	5	False	St & Inh	St	Inh
64591.0	64743.0	1225.931	1227.248	0.010071	0.00061	0.336314	True	1	5	False	St & Inh	St	Inh
64825.0	64915.0	1228.238	1229.235	0.014039	0.000305	0.512711	True	1	5	False	St & Inh	St	Inh
64986.0	65083.0	1229.887	1230.878	0.013123	0.000305	0.423597	True	1	5	False	St & Inh	St	Inh
65152.0	65277.0	1231.538	1232.858	0.025025	0.038759	0.005493	False	1	6	False	PHT	PHT	Medium
65361.0	65482.0	1233.527	1234.839	0.016175	0.037538	0.003357	False	1	6	False	PHT	PHT	Medium
65568.0	65697.0	1235.498	1236.82	0.027772	0.038148	0.003357	False	1	6	False	PHT	PHT	Medium
65780.0	65899.0	1237.809	1238.798	0.053102	0.037538	0.003357	False	1	6	False	PHT	PHT	Medium
65983.0	66118.0	1239.788	1241.109	0.053713	0.039064	0.003662	False	1	6	False	PHT	PHT	Medium
66200.0	66308.0	1242.107	1243.088	0.054323	0.039064	0.003357	False	1	6	False	PHT	PHT	Medium
66396.0	66581.0	1244.078	1245.728	0.049745	0.038453	0.003357	False	1	6	False	PHT	PHT	Medium
66669.0	66923.0	1246.72	1249.029	0.046388	0.039979	0.003357	False	1	6	False	PHT	PHT	Medium
67050.0	67213.0	1250.349	1251.999	0.032655	0.036012	0.003357	False	1	6	False	PHT	PHT	Medium
67301.0	67445.0	1252.989	1254.309	0.027467	0.037843	0.003357	False	1	6	False	PHT	PHT	Medium
67533.0	67674.0	1255.299	1256.619	0.033265	0.037843	0.003357	False	1	6	False	PHT	PHT	Medium
68223.0	68344.0	1262.229	1263.548	0.007935	0.002136	0.294504	True	1	6	False	PHT	PHT	Medium
68434.0	68542.0	1264.208	1265.53	0.006409	0.001831	0.1945555	True	1	6	False	PHT	PHT	Medium
68627.0	68774.0	1266.189	1267.839	0.006409	0.000916	0.185247	True	1	6	False	PHT	PHT	Medium
68842.0	68898.0	1268.499	1268.829	0.007935	0.00061	0.23361900000000002	True	1	6	False	PHT	PHT	Medium
68952.0	69016.0	1269.489	1270.149	0.005493	0.000305	0.150761	True	1	6	False	PHT	PHT	Medium
69103.0	69256.0	1271.139	1272.459	0.012513	0.000305	0.419019	True	1	6	False	PHT	PHT	Medium
69348.0	69495.0	1273.449	1274.769	0.007019	0.022584	0.141301	True	1	6	False	PHT	PHT	Medium
69558.0	69701.0	1275.429	1277.079	0.018921	0.038453	0.005188	False	1	7	False	MK	MK	Medium
69797.0	69951.0	1278.069	1279.389	0.028993	0.0361645	0.004578	False	1	7	False	MK	MK	Medium
70036.0	70176.0	1280.379	1281.7	0.042726	0.039064	0.004578	False	1	7	False	MK	MK	Medium
70258.0	70387.0	1282.69	1283.68	0.027467	0.039674	0.004883	False	1	7	False	MK	MK	Medium
70472.0	70623.0	1284.67	1286.32	0.056764	0.038759	0.004883	False	1	7	False	MK	MK	Medium
70707.0	70973.0	1286.98	1289.62	0.029603	0.040895	0.004578	False	1	7	False	MK	MK	Medium
71109.0	71263.0	1290.94	1292.59	0.036317	0.036012	0.004578	False	1	7	False	MK	MK	Medium
71349.0	71495.0	1293.579	1294.899	0.036622	0.039674	0.004578	False	1	7	False	MK	MK	Medium
71580.0	71702.0	1295.889	1296.879	0.025483	0.039369	0.004883	False	1	7	False	MK	MK	Medium
71784.0	71960.0	1297.869	1299.52	0.069277	0.039369	0.004578	False	1	7	False	MK	MK	Medium
72487.0	72664.0	1304.8	1306.45	0.007935	0.002441	0.278634	True	1	7	False	MK	MK	Medium
72759.0	72880.0	1307.44	1308.76	0.006714	0.000916	0.195318	True	1	7	False	MK	MK	Medium
72966.0	73094.0	1309.75	1310.74	0.006409	0.00061	0.1780755	True	1	7	False	MK	MK	Medium
73168.0	73242.0	1311.736	1312.39	0.007935	0.000305	0.2305675	True	1	7	False	MK	MK	Medium
73316.0	73379.0	1313.05	1313.71	0.011902	0.000305	0.422071	True	1	7	False	MK	MK	Medium
73440.0	73533.0	1314.37	1315.36	0.013428	0.000305	0.473342	True	1	7	False	MK	MK	Medium
73590.0	73642.0	1316.02	1316.35	0.010834	0.0004575	0.32395399999999996	True	1	7	False	MK	MK	Medium
73667.0	73787.0	1316.679	1317.671	0.012207	0.039064	0.005799	False	1	8	False	Inh	Inh	Medium
73870.0	74028.0	1318.66	1320.31	0.011902	0.038453	0.003357	False	1	8	False	Inh	Inh	Medium
74119.0	74254.0	1321.3	1322.621	0.018616	0.038453	0.003357	False	1	8	False	Inh	Inh	Medium
74340.0	74468.0	1323.28	1324.607	0.0297555	0.038148	0.003357	False	1	8	False	Inh	Inh	Medium
74558.0	74771.0	1325.59	1327.57	0.018616	0.04059	0.003357	False	1	8	False	Inh	Inh	Medium
74896.0	75104.0	1328.89	1330.87	0.026551	0.035096	0.003357	False	1	8	False	Inh	Inh	Medium
75205.0	75370.0	1331.86	1333.51	0.035401	0.038759	0.003357	False	1	8	False	Inh	Inh	Medium
75455.0	75592.0	1334.5	1335.821	0.021058	0.037538	0.003357	False	1	8	False	Inh	Inh	Medium
75676.0	75811.0	1336.812	1338.131	0.023804	0.038148	0.003357	False	1	8	False	Inh	Inh	Medium
75900.0	76052.0	1339.121	1340.441	0.028382	0.037843	0.003357	False	1	8	False	Inh	Inh	Medium
76260.0	76404.0	1342.421	1344.071	0.027772	0.037233	0.003662	False	1	8	False	Inh	Inh	Medium
76477.0	76570.0	1344.731	1345.721	0.005493	0.009461	0.1236	True	1	8	False	Inh	Inh	Medium
77262.0	77346.0	1352.651	1353.318	0.009766	0.000916	0.36179700000000004	True	1	8	False	Inh	Inh	Medium
77421.0	77500.0	1354.304	1354.961	0.006714	0.00061	0.178228	True	1	8	False	Inh	Inh	Medium
77581.0	77787.0	1355.621	1357.932	0.010071	0.00061	0.3199865	True	1	8	False	Inh	Inh	Medium
77885.0	77968.0	1358.921	1359.581	0.004883	0.000305	0.129704	True	1	8	False	Inh	Inh	Medium
78038.0	78070.0	1360.241	1360.571	0.009003	0.00061	0.2884	True	1	8	False	Inh	Inh	Medium
78129.0	78258.0	1361.231	1362.551	0.013123	0.000305	0.459304	True	1	8	False	Inh	Inh	Medium
78315.0	78359.0	1363.214	1363.542	0.00824	0.00061	0.2856535	True	1	8	False	Inh	Inh	Medium
78381.0	78500.0	1363.871	1364.861	0.019227	0.039674	0.006714	False	1	9	False	St	St	Medium
78578.0	78702.0	1365.852	1366.841	0.045778	0.039674	0.003662	False	1	9	False	St	St	Medium
78790.0	79048.0	1367.831	1370.472	0.021668	0.039979	0.003662	False	1	9	False	St	St	Medium
79183.0	79355.0	1371.792	1373.442	0.0407425	0.036317	0.003662	False	1	9	False	St	St	Medium
79444.0	79585.0	1374.432	1375.752	0.029603	0.039674	0.003662	False	1	9	False	St	St	Medium
79671.0	79805.0	1376.742	1378.062	0.0575275	0.039064	0.003662	False	1	9	False	St	St	Medium
79888.0	80008.0	1378.721	1380.042	0.042726	0.039674	0.003662	False	1	9	False	St	St	Medium
80093.0	80238.0	1381.032	1382.353	0.020447	0.039674	0.003662	False	1	9	False	St	St	Medium
80325.0	80442.0	1383.342	1384.331	0.034181	0.039674	0.003662	False	1	9	False	St	St	Medium
80530.0	80663.0	1385.321	1386.641	0.050356	0.039979	0.003662	False	1	9	False	St	St	Medium
80747.0	80892.0	1387.302	1388.953	0.035096	0.039064	0.003662	False	1	9	False	St	St	Medium
81449.0	81569.0	1394.562	1395.552	0.005188	0.00763	0.104068	True	1	9	False	St	St	Medium
81660.0	81862.0	1396.542	1398.523	0.011902	0.00061	0.414136	True	1	9	False	St	St	Medium
81959.0	82054.0	1399.515	1400.502	0.01648	0.000305	0.661641	True	1	9	False	St	St	Medium
82454.0	82555.0	1404.462	1405.453	0.016785	0.000305	0.677511	True	1	9	False	St	St	Medium
82645.0	82763.0	1406.443	1407.433	0.01648	0.000305	0.683462	True	1	9	False	St	St	Medium
82946.0	83028.0	1409.413	1410.073	0.016175	0.000305	0.6691185	True	1	9	False	St	St	Medium
83097.0	83182.0	1411.062	1411.723	0.01648	0.000305	0.679647	True	1	9	False	St	St	Medium
83258.0	83333.0	1412.382	1413.372	0.01587	0.000305	0.665914	True	1	9	False	St	St	Medium
83416.0	83503.0	1414.033	1415.025	0.01648	0.000305	0.682699	True	1	9	False	St	St	Medium
83562.0	83618.0	1415.682	1416.013	0.0106815	0.000305	0.4532	True	1	9	False	St	St	Medium
83727.0	83800.0	1417.333	1417.992	0.015259	0.000305	0.623798	True	1	9	False	St	St	Medium
83840.0	83876.0	1418.323	1418.652	0.0144965	0.000305	0.5975524999999999	True	1	9	False	St	St	Medium
83947.0	84050.0	1419.313	1420.307	0.016785	0.000305	0.677816	True	1	9	False	St	St	Medium
84289.0	84380.0	1422.943	1423.603	0.01648	0.000305	0.667135	True	1	9	False	St	St	Medium
84458.0	84509.0	1424.593	1424.932	0.006104	0.000305	0.179144	True	1	9	False	St	St	Medium
84594.0	84729.0	1425.915	1427.234	0.012818	0.000305	0.441298	True	1	9	False	St	St	Medium
84815.0	84945.0	1428.226	1429.543	0.009156	0.000305	0.295419	True	1	9	False	St	St	Medium
85023.0	85080.0	1430.203	1430.868	0.011597	0.000305	0.409253	True	1	9	False	St	St	Medium
85140.0	85274.0	1431.526	1432.843	0.013885999999999999	0.000305	0.4799035	True	1	9	False	St	St	Medium
85359.0	85501.0	1433.503	1434.823	0.00763	0.027161	0.076296	True	1	9	False	St	St	Medium
85571.0	85711.0	1435.813	1437.133	0.028687	0.038453	0.006104	False	2	0	False	MK & PHT	MK	PHT
85796.0	85936.0	1437.794	1439.444	0.030519	0.036012	0.004883	False	2	0	False	MK & PHT	MK	PHT
86024.0	86154.0	1440.103	1441.443	0.02533	0.036622	0.0047305	False	2	0	False	MK & PHT	MK	PHT
86238.0	86367.0	1442.413	1443.733	0.018616	0.037233	0.004883	False	2	0	False	MK & PHT	MK	PHT
86451.0	86584.0	1444.393	1445.715	0.027772	0.036012	0.004883	False	2	0	False	MK & PHT	MK	PHT
86672.0	86923.0	1446.703	1449.343	0.046999	0.039979	0.004578	False	2	0	False	MK & PHT	MK	PHT
